[(34.0, 368.0), (24.0, 376.0), (41.0, 376.0), (-10.0, 327.0), (73.0, 320.0), (11.0, 198.0), (59.0, 199.0), (-4.0, 102.0), (77.0, 104.0), (-7.0, 12.0), (91.0, 12.0), (0, 0), (86.0, 0.0), (-30.0, -19.0), (111.0, -15.0)]
[(33.0, 383.0), (24.0, 391.0), (41.0, 390.0), (-11.0, 339.0), (74.0, 332.0), (11.0, 203.0), (59.0, 203.0), (-4.0, 102.0), (77.0, 104.0), (-7.0, 12.0), (91.0, 12.0), (0, 0), (86.0, 1.0), (-31.0, -19.0), (111.0, -15.0)]
[(32.0, 402.0), (23.0, 409.0), (40.0, 408.0), (-12.0, 353.0), (73.0, 349.0), (10.0, 211.0), (59.0, 212.0), (-1.0, 108.0), (77.0, 108.0), (-7.0, 12.0), (90.0, 12.0), (0, 0), (86.0, 2.0), (-31.0, -19.0), (110.0, -15.0)]
[(31.0, 405.0), (22.0, 412.0), (40.0, 412.0), (-12.0, 357.0), (74.0, 352.0), (10.0, 212.0), (59.0, 214.0), (-0.0, 111.0), (76.0, 109.0), (-7.0, 13.0), (90.0, 13.0), (0, 0), (86.0, 3.0), (-32.0, -19.0), (110.0, -15.0)]
[(30.0, 407.0), (22.0, 413.0), (40.0, 414.0), (-11.0, 360.0), (74.0, 353.0), (10.0, 212.0), (59.0, 214.0), (1.0, 110.0), (76.0, 109.0), (-7.0, 13.0), (90.0, 13.0), (0, 0), (86.0, 3.0), (-32.0, -19.0), (110.0, -15.0)]
[(30.0, 405.0), (22.0, 412.0), (40.0, 413.0), (-12.0, 359.0), (74.0, 352.0), (10.0, 211.0), (59.0, 214.0), (2.0, 109.0), (76.0, 109.0), (-7.0, 13.0), (90.0, 13.0), (0, 0), (86.0, 3.0), (-32.0, -19.0), (111.0, -16.0)]
[(30.0, 404.0), (22.0, 412.0), (40.0, 412.0), (-11.0, 358.0), (74.0, 352.0), (10.0, 210.0), (59.0, 214.0), (2.0, 108.0), (75.0, 109.0), (-7.0, 13.0), (90.0, 13.0), (0, 0), (86.0, 3.0), (-32.0, -19.0), (111.0, -16.0)]
[(30.0, 405.0), (22.0, 413.0), (40.0, 413.0), (-11.0, 357.0), (74.0, 352.0), (10.0, 209.0), (59.0, 213.0), (3.0, 108.0), (75.0, 109.0), (-7.0, 13.0), (90.0, 13.0), (0, 0), (86.0, 3.0), (-32.0, -19.0), (111.0, -16.0)]
[(30.0, 408.0), (22.0, 414.0), (41.0, 414.0), (-11.0, 357.0), (74.0, 352.0), (11.0, 210.0), (60.0, 214.0), (3.0, 107.0), (75.0, 109.0), (-7.0, 13.0), (90.0, 13.0), (0, 0), (86.0, 3.0), (-32.0, -20.0), (111.0, -15.0)]
[(31.0, 408.0), (23.0, 414.0), (41.0, 415.0), (-11.0, 358.0), (74.0, 352.0), (11.0, 210.0), (60.0, 214.0), (3.0, 107.0), (76.0, 109.0), (-7.0, 13.0), (90.0, 13.0), (0, 0), (86.0, 3.0), (-32.0, -20.0), (111.0, -15.0)]
[(31.0, 408.0), (23.0, 414.0), (41.0, 415.0), (-11.0, 359.0), (74.0, 352.0), (11.0, 210.0), (60.0, 213.0), (3.0, 107.0), (76.0, 109.0), (-7.0, 13.0), (90.0, 13.0), (0, 0), (86.0, 3.0), (-32.0, -20.0), (111.0, -15.0)]
[(31.0, 408.0), (23.0, 414.0), (41.0, 415.0), (-11.0, 358.0), (74.0, 352.0), (11.0, 210.0), (60.0, 214.0), (3.0, 108.0), (76.0, 109.0), (-7.0, 12.0), (90.0, 13.0), (0, 0), (86.0, 3.0), (-32.0, -20.0), (111.0, -15.0)]
[(34.0, 407.0), (24.0, 414.0), (43.0, 414.0), (-11.0, 358.0), (74.0, 352.0), (11.0, 210.0), (61.0, 214.0), (3.0, 108.0), (76.0, 109.0), (-7.0, 12.0), (90.0, 13.0), (0, 0), (86.0, 3.0), (-32.0, -20.0), (111.0, -15.0)]
[(37.0, 405.0), (26.0, 413.0), (45.0, 413.0), (-11.0, 357.0), (75.0, 351.0), (11.0, 210.0), (61.0, 213.0), (3.0, 108.0), (76.0, 109.0), (-7.0, 12.0), (90.0, 13.0), (0, 0), (86.0, 3.0), (-32.0, -20.0), (111.0, -15.0)]
[(38.0, 405.0), (27.0, 413.0), (46.0, 412.0), (-11.0, 357.0), (75.0, 351.0), (11.0, 210.0), (61.0, 212.0), (3.0, 108.0), (76.0, 109.0), (-7.0, 12.0), (90.0, 13.0), (0, 0), (86.0, 3.0), (-32.0, -20.0), (111.0, -15.0)]
[(39.0, 388.0), (28.0, 397.0), (47.0, 395.0), (-10.0, 345.0), (76.0, 339.0), (11.0, 208.0), (61.0, 209.0), (3.0, 106.0), (75.0, 107.0), (-7.0, 12.0), (90.0, 13.0), (0, 0), (86.0, 3.0), (-32.0, -20.0), (110.0, -15.0)]
[(40.0, 383.0), (29.0, 392.0), (48.0, 391.0), (-10.0, 341.0), (76.0, 335.0), (11.0, 208.0), (62.0, 207.0), (4.0, 106.0), (74.0, 105.0), (-7.0, 12.0), (90.0, 13.0), (0, 0), (86.0, 3.0), (-32.0, -20.0), (110.0, -15.0)]
[(40.0, 372.0), (29.0, 381.0), (48.0, 381.0), (-9.0, 331.0), (77.0, 326.0), (12.0, 201.0), (62.0, 202.0), (4.0, 103.0), (74.0, 104.0), (-6.0, 13.0), (90.0, 14.0), (0, 0), (86.0, 4.0), (-32.0, -20.0), (110.0, -14.0)]
[(41.0, 343.0), (31.0, 354.0), (49.0, 352.0), (-9.0, 308.0), (78.0, 300.0), (12.0, 180.0), (62.0, 180.0), (4.0, 94.0), (75.0, 95.0), (-6.0, 13.0), (90.0, 14.0), (0, 0), (87.0, 3.0), (-32.0, -19.0), (110.0, -14.0)]
[(45.0, 322.0), (34.0, 332.0), (51.0, 331.0), (-7.0, 290.0), (80.0, 284.0), (13.0, 171.0), (63.0, 171.0), (5.0, 86.0), (77.0, 91.0), (-5.0, 12.0), (91.0, 12.0), (0, 0), (87.0, 2.0), (-31.0, -19.0), (111.0, -14.0)]
[(46.0, 323.0), (35.0, 332.0), (52.0, 332.0), (-6.0, 288.0), (81.0, 279.0), (13.0, 167.0), (63.0, 167.0), (5.0, 84.0), (78.0, 88.0), (-5.0, 12.0), (91.0, 12.0), (0, 0), (87.0, 2.0), (-31.0, -19.0), (111.0, -14.0)]
